,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
3124,Germany,2012,10.1,0.994,7780.0,7270.0,0.0,0.0,0.1,1.33,0.0
1129,Vietnam,1985,0.346,0.0461,83.2,69.2,0.00211,0.0,0.00048,0.0319,0.0
1979,Kuwait,1997,32.0,0.0,15600.0,13500.0,0.0,0.0,4.43,4.39,61.5
2459,Oman,2003,13.4,0.0,4490.0,3480.0,0.0,0.0,6.61,1.67,16.9
666,Singapore,1978,14.2,0.00197,0.0,2370.0,0.0,0.0,0.0,3.86,0.0
1997,Qatar,1997,69.9,0.0,12900.0,11700.0,0.0,0.0,21.5,3.66,62.2
2536,New Zealand,2004,8.82,0.5,10500.0,9670.0,0.568,0.0,0.0,1.69,0.0
911,Morocco,1982,0.812,0.0225,0.0,265.0,0.00238,0.0,0.0,0.212,0.0
1540,Turkey,1991,2.88,0.312,1100.0,957.0,0.0354,0.0,0.0,0.408,0.0
3158,Netherlands,2012,9.89,0.487,6100.0,6880.0,0.0,0.0,3.5,2.58,0.0
161,Bangladesh,1971,0.0551,0.0,0.0,10.4,0.00022,0.0,0.0,0.0103,0.0
2051,Iceland,1998,9.58,0.212,22800.0,21300.0,1.75,0.0,0.0,2.85,0.0
839,Israel,1981,5.58,0.00027,0.0,3070.0,5e-05,0.0,0.0,2.16,0.0
865,Trinidad and Tobago,1981,15.7,0.0,0.0,2000.0,0.0,0.0,2.44,1.5,8.49
2545,Russia,2004,10.6,0.693,6470.0,5630.0,0.105,0.0862,3.48,0.865,3.22
1164,Israel,1986,6.43,0.5,3910.0,3410.0,0.00012,0.0,0.0,1.65,0.0
1299,Sri Lanka,1988,0.205,0.00022,166.0,141.0,0.0132,0.0,0.0,0.0744,0.0
2070,Pakistan,1998,0.718,0.0155,492.0,313.0,0.014,0.00018,0.0948,0.13,0.0
791,Poland,1980,13.0,2.86,0.0,3080.0,0.00568,0.0,0.128,0.482,0.0
753,Colombia,1980,1.64,0.0904,0.0,655.0,0.0457,0.0,0.089,0.271,0.253
1403,Chile,1990,2.48,0.196,1390.0,1230.0,0.0582,0.0,0.0,0.497,0.0
2516,Ireland,2004,11.4,0.587,6310.0,6170.0,0.0133,0.0,0.0,2.18,0.0
69,Luxembourg,1967,34.0,6.9,0.0,9500.0,0.0249,0.0,0.0,3.13,0.0
1923,Singapore,1996,13.6,8e-05,6570.0,6310.0,0.0,0.0,0.0,8.87,0.0
1287,Hungary,1988,7.49,0.679,2800.0,3430.0,0.00139,0.111,0.0,0.886,0.0
1740,Israel,1994,9.31,0.741,5550.0,4930.0,0.00038,0.0,0.0,2.16,0.0
3022,Turkey,2010,4.35,0.435,2920.0,2460.0,0.0612,0.0,0.0,0.439,0.0
817,China,1981,1.42,0.298,0.0,286.0,0.00566,0.0,0.0109,0.0811,0.0998
2710,Turkey,2006,4.1,0.381,2560.0,2150.0,0.0551,0.0,0.0,0.466,0.0
332,Oman,1973,2.62,0.0,0.0,56.3,0.0,0.0,0.0,1.64,18.0
653,Malaysia,1978,1.77,0.00183,0.0,586.0,0.00584,0.0,0.155,0.453,0.786
1148,Algeria,1986,3.3,0.0383,562.0,490.0,0.00094,0.0,1.42,0.35,2.1
870,South Africa,1981,8.77,1.73,0.0,3570.0,0.00477,0.0,0.0,0.442,0.0
2883,Canada,2009,16.1,0.696,18200.0,15500.0,0.941,0.23,3.95,2.8,4.69
145,Italy,1970,5.54,0.184,0.0,2070.0,0.0651,0.00512,0.202,1.63,0.0281
2888,Cyprus,2009,7.68,0.0108,4750.0,4520.0,0.0,0.0,0.0,2.69,0.0
150,New Zealand,1970,5.04,0.501,0.0,4270.0,0.347,0.0,0.0,1.41,0.0
3257,Ukraine,2013,6.57,0.915,4290.0,3600.0,0.0,0.0,0.383,0.261,0.0
1347,Finland,1989,10.5,1.01,10700.0,12000.0,0.226,0.33,0.0,2.21,0.0
2908,Iraq,2009,3.57,0.0,1430.0,826.0,0.00903,0.0,0.203,0.884,4.13
1014,Cyprus,1984,4.64,0.0,0.0,1630.0,0.0,0.0,0.0,1.52,0.0
1455,Singapore,1990,14.7,0.00712,5180.0,4980.0,0.0,0.0,0.0,7.74,0.0
1466,Venezuela,1990,6.21,0.0236,3020.0,2460.0,0.162,0.0,1.07,1.05,6.0
941,Bangladesh,1983,0.0951,0.00102,0.0,27.9,0.00065,0.0,0.0196,0.0171,0.0
3001,Malaysia,2010,7.68,0.524,4430.0,4070.0,0.0196,0.0,1.98,1.03,1.17
1217,Finland,1987,11.6,1.03,10700.0,11400.0,0.24,0.342,0.0,2.26,0.0
986,Poland,1983,11.5,2.56,0.0,3040.0,0.00393,0.0,0.0995,0.428,0.0
2502,Algeria,2004,2.69,0.0221,956.0,809.0,0.00067,0.0,2.42,0.324,2.56
1209,Cyprus,1987,5.79,0.167,2070.0,1870.0,0.0,0.0,0.0,1.85,0.0
651,Morocco,1978,0.685,0.0223,0.0,210.0,0.00654,0.0,0.0,0.196,0.0
910,Luxembourg,1982,24.5,3.7,0.0,11000.0,0.0224,0.0,0.0,2.79,0.0
883,Colombia,1982,1.63,0.0918,0.0,676.0,0.0462,0.0,0.0995,0.272,0.272
1622,Venezuela,1992,5.14,0.00018,3280.0,2670.0,0.197,0.0,1.0,1.14,6.4
1152,Finland,1986,10.8,0.925,9930.0,10600.0,0.216,0.333,0.0,2.28,0.0
473,Sweden,1975,9.86,0.237,0.0,9050.0,0.605,0.126,0.0,3.11,0.0
166,Chile,1971,2.72,0.125,0.0,758.0,0.0424,0.0,0.0,0.524,0.0
795,Saudi Arabia,1980,17.5,0.0,0.0,1880.0,0.0,0.0,0.82,2.86,52.6
499,Ecuador,1976,1.13,0.0,0.0,220.0,0.00732,0.0,0.0,0.238,1.41
334,Peru,1973,1.35,0.0103,0.0,410.0,0.0286,0.0,0.0263,0.337,0.257
230,Switzerland,1972,6.87,0.0596,0.0,4780.0,0.336,0.0527,0.0,2.18,0.0
97,Norway,1968,5.54,0.197,0.0,13500.0,1.36,0.0,0.0,1.74,0.0
2774,Philippines,2007,0.792,0.0604,667.0,581.0,0.0083,0.0,0.0,0.154,0.0
435,Egypt,1975,0.806,0.015,0.0,239.0,0.0146,0.0,0.00107,0.213,0.304
2497,Colombia,2004,1.3,0.0505,1280.0,922.0,0.0813,0.0,0.125,0.248,0.663
2790,USA,2007,20.4,1.81,14700.0,13700.0,0.071,0.238,1.49,3.02,1.01
1369,Netherlands,1989,10.9,0.551,4920.0,5050.0,0.00021,0.0234,3.66,2.33,0.0
3194,Brazil,2013,2.46,0.082,2840.0,2560.0,0.0,0.0,0.0939,0.611,0.546
944,Canada,1983,16.2,0.994,0.0,13500.0,0.905,0.165,2.32,2.8,3.12
1080,Czech Republic,1985,17.9,3.7,5630.0,5140.0,0.014,0.02,0.0,1.03,0.0
2287,Italy,2001,8.38,0.234,4910.0,5410.0,0.0704,0.0,0.221,1.63,0.0726
3333,Trinidad and Tobago,2014,33.9,0.0,7260.0,6660.0,0.0,0.0,24.0,1.48,3.71
2455,Malaysia,2003,6.37,0.215,3370.0,2910.0,0.0173,0.0,1.84,1.12,1.43
2715,Vietnam,2006,1.17,0.0677,684.0,650.0,0.0209,0.0,0.0686,0.141,0.203
1323,Venezuela,1988,6.2,0.0102,3110.0,2600.0,0.157,0.0,0.971,1.12,5.63
657,Oman,1978,7.55,0.0,0.0,451.0,0.0,0.0,0.252,1.11,15.1
2877,Azerbaijan,2009,3.57,0.00041,2110.0,1620.0,0.0219,0.0,1.53,0.371,5.7
656,New Zealand,1978,5.77,0.408,0.0,6150.0,0.445,0.0,0.0,1.36,0.0
752,China,1980,1.46,0.304,0.0,282.0,0.00509,0.0,0.0124,0.0867,0.106
2862,Sweden,2008,5.49,0.307,16200.0,14900.0,0.643,0.595,0.0,1.72,0.0
2029,Colombia,1998,1.7,0.0822,1310.0,904.0,0.0689,0.0,0.145,0.326,1.05
138,Finland,1970,8.76,0.495,0.0,4570.0,0.173,0.0,0.0,2.33,0.0
631,Spain,1978,5.39,0.256,0.0,2400.0,0.0939,0.0178,0.0,1.25,0.0
1677,Norway,1993,8.4,0.182,27800.0,24000.0,2.38,0.0,4.9,2.03,26.4
620,Switzerland,1978,6.7,0.0358,0.0,5520.0,0.434,0.114,0.0,2.13,0.0
3204,Algeria,2013,3.48,0.00414,1570.0,1280.0,0.0,0.0,1.79,0.461,1.7
1603,Peru,1992,0.885,0.012,571.0,470.0,0.0369,0.0,0.0136,0.245,0.265
1579,India,1992,0.769,0.136,371.0,305.0,0.0066,0.00064,0.0137,0.0681,0.0321
2322,USA,2001,20.7,1.84,14000.0,13000.0,0.0567,0.239,1.61,3.08,1.21
1648,Estonia,1993,12.8,2.15,6130.0,4050.0,6e-05,0.0,0.0,1.2,0.0
1616,Turkmenistan,1992,8.21,0.0354,3380.0,1980.0,9e-05,0.0,11.1,1.28,1.33
2869,Uzbekistan,2008,4.47,0.0367,1820.0,1650.0,0.0364,0.0,1.9,0.165,0.173
2259,Canada,2001,18.3,1.03,19000.0,16800.0,0.925,0.213,5.0,2.96,4.31
1525,Peru,1991,0.896,0.0125,643.0,571.0,0.0447,0.0,0.0154,0.239,0.268
172,Denmark,1971,11.5,0.29,0.0,3060.0,0.00042,0.0,0.0,3.63,0.0
587,Mexico,1977,3.06,0.0357,0.0,745.0,0.0259,0.0,0.187,0.594,0.865
1604,Philippines,1992,0.743,0.0184,398.0,338.0,0.0059,0.0,0.0,0.21,0.0
2626,Slovak Republic,2005,7.94,0.782,5800.0,4930.0,0.0736,0.281,0.0,0.707,0.0
1714,Switzerland,1994,6.16,0.0256,9530.0,7160.0,0.483,0.301,0.0,1.83,0.0
1547,UAE,1992,28.2,0.0,9100.0,8040.0,0.0,0.0,9.05,9.35,57.3
727,Portugal,1979,2.57,0.0463,0.0,1470.0,0.0994,0.0,0.0,0.815,0.0
2527,Lithuania,2004,3.9,0.0499,5700.0,3200.0,0.0106,0.378,0.0,0.768,0.0
2016,Argentina,1998,3.87,0.0196,2060.0,1960.0,0.0629,0.0177,0.686,0.599,1.22
487,Bulgaria,1976,8.32,0.9,0.0,3250.0,0.029,0.049,0.0,1.42,0.0
3209,Finland,2013,9.52,0.918,13100.0,15500.0,0.0,0.0,0.0,1.81,0.0
624,Cyprus,1978,4.23,0.0,0.0,1300.0,0.0,0.0,0.0,1.26,0.0
1145,Czech Republic,1986,18.0,3.69,5870.0,5260.0,0.0157,0.0513,0.0,0.986,0.0
2466,Romania,2003,4.85,0.422,2540.0,2240.0,0.052,0.0192,0.48,0.434,0.271
1632,Bulgaria,1993,6.72,0.975,4430.0,3810.0,0.0195,0.141,0.0,0.746,0.0
2754,Israel,2007,9.18,1.17,8050.0,7000.0,0.00017,0.0,0.0,1.8,0.0
1157,Hungary,1986,7.92,0.714,2670.0,3270.0,0.00126,0.0608,0.0,0.906,0.0
740,South Africa,1979,7.87,1.42,0.0,3230.0,0.00347,0.0,0.0,0.419,0.0
1198,Australia,1987,15.8,2.09,8390.0,7530.0,0.0716,0.0,0.794,1.87,1.8
1048,Pakistan,1984,0.477,0.0131,0.0,174.0,0.012,0.0003,0.0695,0.0788,0.0
2922,North Macedonia,2009,4.2,0.646,3300.0,3450.0,0.0531,0.0,0.0,0.468,0.0
151,Poland,1970,9.33,2.15,0.0,1810.0,0.00468,0.0,0.135,0.272,0.0
1194,Vietnam,1986,0.33,0.0496,88.7,72.2,0.00196,0.0,0.00049,0.0348,0.0
1212,Denmark,1987,11.4,1.41,5760.0,5790.0,0.00049,0.0,0.425,1.88,0.886
617,Bulgaria,1978,9.2,0.95,0.0,3650.0,0.0284,0.0577,0.0,1.51,0.0
282,USA,1972,21.4,1.36,0.0,8080.0,0.109,0.0233,2.36,3.7,2.48
1460,Turkmenistan,1990,11.1,0.0999,3970.0,2260.0,0.0164,0.0,18.5,1.25,1.55
3091,Russia,2011,11.6,0.654,7340.0,6490.0,0.0,0.0,3.69,0.99,3.61
863,Sweden,1981,8.34,0.176,0.0,11100.0,0.618,0.389,0.0,3.4,0.0
124,New Zealand,1969,5.14,0.508,0.0,4090.0,0.319,0.0,0.0,1.22,0.0
2389,Russia,2002,10.3,0.713,6140.0,5300.0,0.0959,0.0837,3.24,0.841,2.64
1372,Oman,1989,5.74,0.0,2700.0,2020.0,0.0,0.0,1.12,0.775,18.4
1345,Egypt,1989,1.31,0.0162,741.0,646.0,0.0154,0.0,0.117,0.418,0.813
1296,Japan,1988,7.98,0.609,6100.0,5910.0,0.0639,0.127,0.0,1.86,0.0
2597,Iceland,2005,10.1,0.34,29400.0,28000.0,2.03,0.0,0.0,2.84,0.0
1165,Italy,1986,6.38,0.26,3380.0,3490.0,0.0622,0.0133,0.227,1.52,0.0449
408,Sweden,1974,9.77,0.22,0.0,8790.0,0.603,0.0216,0.0,3.14,0.0
1535,Slovenia,1991,6.98,0.716,6350.0,5090.0,0.16,0.22,0.0,0.801,0.0
2498,Cyprus,2004,7.74,0.0435,4160.0,3910.0,0.0,0.0,0.0,2.6,0.0
2045,Hungary,1998,5.97,0.387,3620.0,3220.0,0.0013,0.117,0.0,0.723,0.0
2281,India,2001,0.964,0.154,545.0,392.0,0.00592,0.00156,0.0203,0.0995,0.0318
3000,North Macedonia,2010,4.15,0.625,3510.0,3600.0,0.101,0.0,0.0,0.452,0.0
519,Sri Lanka,1976,0.2,3e-05,0.0,72.6,0.00693,0.0,0.0,0.0565,0.0
2020,Belgium,1998,12.7,0.768,8130.0,7910.0,0.0033,0.392,0.0,3.07,0.0
302,Denmark,1973,11.8,0.449,0.0,3430.0,0.00041,0.0,0.0,3.51,0.0291
2983,India,2010,1.38,0.235,760.0,637.0,0.00803,0.00184,0.033,0.127,0.0334
37,Greece,1966,2.2,0.248,0.0,625.0,0.0173,0.0,0.0,0.57,0.0
3271,Belarus,2014,6.77,0.0883,3680.0,3690.0,0.0,0.0,0.0,0.853,0.0
3117,Canada,2012,16.3,0.604,18200.0,15300.0,0.0,0.0,3.7,2.9,5.38
3285,Spain,2014,5.45,0.249,5960.0,5360.0,0.0,0.0,0.0,1.25,0.0
3063,Iran,2011,7.76,0.0191,3160.0,2620.0,0.0,0.0,1.74,1.13,2.85
3101,Ukraine,2011,6.76,0.909,4270.0,3660.0,0.0,0.0,0.368,0.287,0.0
1934,Venezuela,1996,5.47,0.00072,3380.0,2650.0,0.206,0.0,1.27,0.811,7.38
598,Qatar,1977,54.4,0.0,0.0,4000.0,0.0,0.0,7.57,2.25,119.0
2394,Sweden,2002,6.35,0.335,16400.0,15700.0,0.641,0.658,0.0,1.85,0.0
868,Venezuela,1981,5.89,0.00992,0.0,2250.0,0.0838,0.0,0.911,1.41,7.28
459,Netherlands,1975,11.2,0.176,0.0,3770.0,0.0,0.0211,5.05,2.55,0.0
521,Morocco,1976,0.634,0.0246,0.0,183.0,0.00484,0.0,0.0,0.17,0.0
2689,Malaysia,2006,6.83,0.278,3970.0,3030.0,0.0208,0.0,2.21,1.1,1.23
162,Bulgaria,1971,7.51,0.925,0.0,2290.0,0.0219,0.0,0.0,1.16,0.0
1538,Turkmenistan,1991,9.39,0.085,3950.0,2180.0,0.016,0.0,17.3,1.36,1.43
2178,Bulgaria,2000,5.66,0.787,5120.0,3670.0,0.0287,0.195,0.0,0.529,0.0
1627,Australia,1993,16.4,2.24,9400.0,8720.0,0.0802,0.0,1.19,1.94,1.49
286,UAE,1973,77.6,0.0,0.0,1520.0,0.0,0.0,3.69,0.71,188.0
1501,India,1991,0.737,0.131,360.0,292.0,0.00702,0.00053,0.0125,0.066,0.0361
1429,Italy,1990,7.71,0.257,3800.0,4140.0,0.0478,0.0,0.246,1.64,0.0818
241,Spain,1972,4.18,0.291,0.0,1700.0,0.0883,0.0118,0.0,0.939,0.0
1802,Egypt,1995,1.52,0.0111,813.0,724.0,0.0158,0.0,0.166,0.373,0.747
1162,Iraq,1986,2.97,0.0,1400.0,1310.0,0.00326,0.0,0.0796,0.74,5.86
453,Kuwait,1975,16.5,0.0,0.0,3890.0,0.0,0.0,2.57,3.57,104.0
1821,Kazakhstan,1995,10.3,1.72,4210.0,4040.0,0.045,0.0,0.223,0.756,1.3
140,UK,1970,11.8,1.73,0.0,4170.0,0.00693,0.0402,0.169,1.87,0.00281
1628,Austria,1993,7.71,0.381,6670.0,6140.0,0.403,0.0,0.0,1.45,0.0
674,Vietnam,1978,0.296,0.0496,0.0,55.4,0.00132,0.0,0.0,0.0186,0.0
1069,Austria,1985,7.15,0.574,5850.0,5280.0,0.352,0.0,0.0,1.29,0.0
1236,Morocco,1987,0.857,0.0445,341.0,313.0,0.00304,0.0,0.0,0.194,0.0
1151,Spain,1986,4.87,0.479,3310.0,3000.0,0.059,0.0835,0.0,1.1,0.0
542,USA,1976,20.9,1.47,0.0,8970.0,0.111,0.0788,2.0,3.81,2.07
258,Kuwait,1972,32.4,0.0,0.0,3300.0,0.0,0.0,2.38,6.14,196.0
1484,Cyprus,1991,6.57,0.0575,2650.0,2430.0,0.0,0.0,0.0,2.08,0.0
55,Canada,1967,13.9,0.74,0.0,7630.0,0.562,0.00064,0.0,2.98,2.59
422,Bulgaria,1975,8.35,0.97,0.0,3040.0,0.0242,0.0252,0.0,1.37,0.0
414,Vietnam,1974,0.4,0.0389,0.0,35.2,0.00074,0.0,0.0,0.067,0.0
1646,Egypt,1993,1.54,0.0161,781.0,697.0,0.015,0.0,0.156,0.361,0.794
954,Ecuador,1983,2.26,0.0,0.0,401.0,0.0171,0.0,0.0,0.387,1.49
2221,Malaysia,2000,5.46,0.107,3010.0,2780.0,0.0256,0.0,1.84,0.966,1.45
2000,Saudi Arabia,1997,11.1,0.0,6140.0,4990.0,0.0,0.0,1.91,3.26,22.3
2560,South Africa,2004,9.5,1.83,5170.0,4470.0,0.00173,0.0243,0.0,0.524,0.0
1251,Singapore,1987,11.5,0.00417,4190.0,4090.0,0.0,0.0,0.0,5.25,0.0
2439,Iran,2003,6.08,0.0193,2230.0,1890.0,0.014,0.0,0.986,1.02,2.97
2025,Canada,1998,17.8,1.0,18700.0,16400.0,0.948,0.204,4.74,2.95,4.17
1181,Poland,1986,12.1,2.74,3760.0,3380.0,0.00356,0.0,0.1,0.452,0.0
985,Philippines,1983,0.686,0.00958,0.0,357.0,0.00667,0.0,0.0,0.2,0.0
2556,USA,2004,20.9,1.84,14500.0,13400.0,0.0793,0.238,1.48,3.16,1.11
3296,Ireland,2014,7.93,0.435,5690.0,5670.0,0.0,0.0,0.0,1.43,0.0
163,Brazil,1971,1.05,0.0252,0.0,454.0,0.0377,0.0,0.00114,0.281,0.0944
1526,Philippines,1991,0.686,0.0189,404.0,356.0,0.00701,0.0,0.0,0.175,0.0
802,USA,1980,20.6,1.61,0.0,9860.0,0.104,0.0996,1.97,3.43,2.09
1505,Iceland,1991,8.23,0.26,17200.0,15900.0,1.41,0.0,0.0,2.38,0.0
2917,Lithuania,2009,4.05,0.0531,4850.0,3620.0,0.0109,0.279,0.0,0.811,0.0
3104,Venezuela,2011,5.9,0.0071,4250.0,3230.0,0.0,0.0,0.9,1.2,4.9
2562,Argentina,2005,4.15,0.0242,2720.0,2400.0,0.0756,0.0153,0.981,0.534,1.01
3176,Turkmenistan,2012,12.3,0.0,3380.0,2340.0,0.0,0.0,9.62,1.14,2.28
1645,Ecuador,1993,2.2,0.0,676.0,509.0,0.0456,0.0,0.0,0.545,1.71
1556,Brazil,1992,1.42,0.0692,1570.0,1480.0,0.124,0.00098,0.0207,0.404,0.222
280,Trinidad and Tobago,1972,8.51,0.0,0.0,1100.0,0.0,0.0,1.71,3.85,7.23
599,Romania,1977,8.07,0.452,0.0,2550.0,0.0371,0.0,1.27,0.747,0.681
1924,Slovak Republic,1996,8.2,0.995,4780.0,5150.0,0.0675,0.18,0.0,0.631,0.0
806,UAE,1981,33.6,0.0,0.0,6100.0,0.0,0.0,6.77,5.06,67.6
1808,Greece,1995,8.1,0.752,3870.0,3710.0,0.0284,0.0,0.0,1.68,0.0
1076,Chile,1985,1.74,0.0957,1150.0,983.0,0.0786,0.0,0.0,0.374,0.0
1261,UAE,1988,29.6,0.0,9120.0,8200.0,0.0,0.0,8.94,8.62,44.3
3230,Luxembourg,2013,19.0,0.0883,5320.0,14200.0,0.0,0.0,0.0,5.04,0.0
1028,Indonesia,1984,0.697,0.00165,0.0,71.1,0.00111,0.0,0.159,0.137,0.464
2143,Malaysia,1999,4.78,0.0856,3010.0,2680.0,0.0283,0.0,1.6,0.986,1.43
175,Egypt,1971,0.652,0.0102,0.0,203.0,0.0118,0.0,0.00199,0.177,0.423
1742,Japan,1994,9.75,0.645,7810.0,7510.0,0.0466,0.186,0.0,2.1,0.0
642,Iraq,1978,3.28,0.0,0.0,581.0,0.00469,0.0,0.0775,0.327,9.84
223,Australia,1972,11.9,1.58,0.0,3880.0,0.0752,0.0,0.241,1.97,1.23
78,Australia,1968,11.0,1.56,0.0,3100.0,0.0537,0.0,0.0,1.76,0.158
324,Sri Lanka,1973,0.278,0.0,0.0,66.5,0.00457,0.0,0.0,0.0787,0.0
1541,Ukraine,1991,12.3,1.43,5420.0,4640.0,0.0195,0.125,0.386,1.13,0.0
462,Oman,1975,8.23,0.0,0.0,171.0,0.0,0.0,0.0,1.25,19.1
3246,Romania,2013,3.84,0.292,2920.0,2490.0,0.0,0.0,0.427,0.408,0.205
2779,Russia,2007,11.2,0.656,7110.0,6290.0,0.106,0.096,3.61,0.907,3.47
1240,Norway,1987,8.0,0.23,24900.0,22800.0,2.12,0.0,5.74,2.29,12.0
2875,Australia,2009,18.8,2.59,11500.0,10800.0,0.0431,0.0,1.85,1.93,1.03
2703,Singapore,2006,7.0,0.00114,8970.0,8720.0,0.0,0.0,0.0,10.1,0.0
376,"Hong Kong, China",1974,2.6,0.0017,0.0,1350.0,0.0,0.0,0.0,1.21,0.0
1264,Austria,1988,6.92,0.483,6400.0,5720.0,0.405,0.0,0.0,1.38,0.0
491,Chile,1976,2.24,0.079,0.0,765.0,0.0537,0.0,0.0,0.432,0.0
2363,Iceland,2002,10.5,0.358,29500.0,27900.0,2.09,0.0,0.0,2.73,0.0
3203,Denmark,2013,7.41,0.574,6160.0,6040.0,0.0,0.0,0.758,1.32,1.54
2608,Morocco,2005,1.5,0.125,648.0,635.0,0.00277,0.0,0.0,0.308,0.0
1073,Brazil,1985,1.33,0.0741,1430.0,1270.0,0.113,0.00213,0.0164,0.366,0.218
448,Iceland,1975,7.4,0.00107,0.0,9590.0,0.88,0.0,0.0,2.66,0.0
2811,Czech Republic,2008,11.8,1.89,8010.0,6490.0,0.0168,0.22,0.0,0.937,0.0
2798,Austria,2008,8.85,0.457,8020.0,8230.0,0.395,0.0,0.0,1.54,0.0
3192,Bulgaria,2013,5.84,0.815,6010.0,4640.0,0.0,0.0,0.0,0.523,0.0
2105,Chile,1999,4.02,0.274,2530.0,2390.0,0.0767,0.0,0.0,0.797,0.0
1202,Bulgaria,1987,10.2,1.16,4850.0,4840.0,0.0244,0.12,0.0,1.17,0.0
1670,Luxembourg,1993,31.2,2.57,2690.0,12600.0,0.0145,0.0,0.0,4.76,0.0
3036,Bulgaria,2011,7.2,1.1,6880.0,4860.0,0.0,0.0,0.0,0.53,0.0
2067,Norway,1998,9.5,0.233,26300.0,25400.0,2.24,0.0,8.48,2.18,33.6
1753,Malaysia,1994,4.66,0.0762,1990.0,1820.0,0.0278,0.0,1.1,0.903,1.56
1842,Romania,1995,5.53,0.46,2580.0,2330.0,0.0633,0.0,0.629,0.588,0.303
676,UAE,1979,39.3,0.0,0.0,5110.0,0.0,0.0,5.5,2.23,95.2
2946,USA,2009,17.9,1.54,13700.0,12900.0,0.077,0.232,1.57,2.62,1.05
526,New Zealand,1976,6.2,0.468,0.0,6090.0,0.413,0.0,0.0,1.44,0.0
721,New Zealand,1979,5.27,0.363,0.0,6180.0,0.512,0.0,0.0,1.37,0.0
1433,Kuwait,1990,18.1,0.0,8820.0,10300.0,0.0,0.0,1.63,1.56,22.3
3123,Czech Republic,2012,10.5,1.68,8280.0,6300.0,0.0,0.0,0.0,0.843,0.0
1874,Cyprus,1996,7.14,0.114,2990.0,2800.0,0.0,0.0,0.0,2.41,0.0
2921,Mexico,2009,4.24,0.0916,2380.0,2020.0,0.0205,0.00806,0.402,0.794,1.3
503,France,1976,9.57,0.551,0.0,3610.0,0.0788,0.0256,0.0,2.26,0.0
3092,Saudi Arabia,2011,17.6,0.00227,8850.0,7510.0,0.0,0.0,2.67,4.92,18.5
2026,Switzerland,1998,6.3,0.0128,8920.0,7480.0,0.405,0.312,0.0,1.83,0.0
2193,Spain,2000,7.62,0.513,5500.0,5170.0,0.0631,0.133,0.0,1.71,0.0
2306,Philippines,2001,0.883,0.0514,591.0,519.0,0.00774,0.0,0.0,0.207,0.0
1744,South Korea,1994,7.69,0.592,4090.0,3500.0,0.00455,0.114,0.0,1.94,0.0
1410,Algeria,1990,2.98,0.0256,625.0,537.0,0.00046,0.0,1.72,0.355,2.27
1091,"Hong Kong, China",1985,4.33,0.643,3640.0,2920.0,0.0,0.0,0.0,0.975,0.0
2271,Spain,2001,7.57,0.464,5710.0,5420.0,0.0865,0.134,0.0,1.77,0.0
3012,Romania,2010,4.11,0.344,2980.0,2550.0,0.0781,0.0465,0.421,0.42,0.209
3072,Sri Lanka,2011,0.73,0.0147,569.0,502.0,0.0,0.0,0.0,0.218,0.0
578,Iceland,1977,8.56,0.00097,0.0,10600.0,0.985,0.0,0.0,2.74,0.0
2462,Philippines,2003,0.846,0.0447,637.0,556.0,0.00822,0.0,0.0,0.186,0.0
2796,Argentina,2008,4.7,0.0376,3040.0,2760.0,0.0659,0.0159,0.919,0.621,0.943
240,Egypt,1972,0.706,0.00879,0.0,199.0,0.0118,0.0,0.00163,0.198,0.297
2985,Iran,2010,7.65,0.0174,3200.0,2600.0,0.0111,0.0,1.68,1.12,2.87
2873,UAE,2009,20.9,0.0346,10800.0,10500.0,0.0,0.0,5.17,3.71,16.3
2547,Singapore,2004,6.82,0.00166,8810.0,8310.0,0.0,0.0,0.0,9.34,0.0
274,Romania,1972,6.3,0.377,0.0,1790.0,0.0305,0.0,0.973,0.553,0.687
2103,Canada,1999,18.1,0.954,19100.0,16700.0,0.979,0.208,4.84,2.97,3.99
205,Philippines,1971,0.748,0.00052,0.0,226.0,0.0,0.0,0.0,0.226,0.0
907,South Korea,1982,3.63,0.394,0.0,1030.0,0.00446,0.0084,0.0,0.605,0.0
165,Switzerland,1971,6.76,0.071,0.0,4620.0,0.371,0.0192,0.0,2.14,0.0
3099,Trinidad and Tobago,2011,35.1,0.0,6560.0,6010.0,0.0,0.0,24.9,1.56,4.4
692,Denmark,1979,12.3,0.842,0.0,4540.0,0.00042,0.0,0.0,3.11,0.0762
67,Italy,1967,4.47,0.188,0.0,1690.0,0.0697,0.00519,0.0,1.22,0.0329
1610,Saudi Arabia,1992,16.5,0.0,5410.0,4400.0,0.0,0.0,1.81,3.0,25.6
83,Germany,1968,12.7,1.88,0.0,2580.0,0.0173,0.00196,0.0,1.44,0.0
57,Germany,1967,12.1,1.87,0.0,2360.0,0.0171,0.00137,0.0,1.29,0.0
1349,UK,1989,10.2,1.14,5520.0,5300.0,0.00716,0.108,0.651,1.44,1.61
1021,Spain,1984,5.13,0.471,0.0,2900.0,0.0706,0.0518,0.0,1.16,0.0
1752,North Macedonia,1994,5.2,0.699,3000.0,2710.0,0.0306,0.0,0.0,0.437,0.0
2366,Japan,2002,10.0,0.812,8630.0,8270.0,0.0562,0.201,0.0,1.91,0.0
2782,Slovak Republic,2007,7.6,0.731,5170.0,5270.0,0.0705,0.243,0.0,0.659,0.0
1857,Vietnam,1995,0.381,0.0413,196.0,155.0,0.0123,0.0,0.00161,0.064,0.102
